transactions_id,sale_date,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale
1703,2023-06-10,2,Male,34,Electronics,2,50,17,100
294,2023-10-09,89,Female,23,Clothing,3,30,15.3,90
760,2023-06-26,14,Male,27,Beauty,1,500,125,500
1294,2023-01-24,8,Female,23,Clothing,3,30,10.5,90
1760,2023-08-23,44,Male,27,Beauty,1,500,230,500
575,2023-12-12,14,Male,60,Clothing,2,50,23,100
1575,2023-07-28,26,Male,60,Clothing,2,50,22.5,100
88,2023-02-16,122,Male,56,Clothing,1,500,185,500
1088,2023-09-14,6,Male,56,Clothing,1,500,155,500
975,2023-01-09,145,Female,56,Clothing,4,50,19.5,200
1975,2023-08-21,63,Female,56,Clothing,4,50,25.5,200
553,2023-03-20,106,Male,24,Clothing,4,300,81,1200
1553,2023-01-29,42,Male,24,Clothing,4,300,99,1200
462,2023-08-26,71,Male,63,Electronics,4,300,132,1200
614,2023-02-13,61,Female,39,Beauty,4,300,120,1200
808,2023-11-22,30,Male,33,Beauty,4,500,195,2000
1462,2023-11-13,124,Male,63,Electronics,4,300,114,1200
1614,2023-08-23,135,Female,39,Beauty,4,300,105,1200
1808,2023-02-12,109,Male,33,Beauty,4,500,210,2000
166,2023-01-28,32,Male,34,Clothing,4,500,225,2000
465,2023-02-22,40,Female,43,Electronics,3,50,15.5,150
502,2023-07-22,31,Male,43,Electronics,3,50,22.5,150
905,2023-10-01,96,Male,58,Beauty,1,300,111,300
1166,2023-07-19,65,Male,34,Clothing,4,500,245,2000
1465,2023-04-17,131,Female,43,Electronics,3,50,26,150
1502,2023-04-08,152,Male,43,Electronics,3,50,18,150
1905,2023-08-29,26,Male,58,Beauty,1,300,102,300
280,2023-11-17,76,Female,37,Clothing,3,500,240,1500
719,2023-07-02,37,Female,42,Clothing,2,30,12,60
834,2023-11-26,13,Female,56,Beauty,2,30,14.7,60
1280,2023-08-24,116,Female,37,Clothing,3,500,255,1500
1719,2023-12-28,4,Female,42,Clothing,2,30,10.8,60
1834,2023-04-14,102,Female,56,Beauty,2,30,12.9,60
891,2023-01-09,24,Male,41,Electronics,3,300,99,900
928,2023-11-05,54,Female,35,Clothing,4,300,90,1200
1891,2023-12-22,81,Male,41,Electronics,3,300,105,900
1928,2023-07-29,93,Female,35,Clothing,4,300,75,1200
332,2023-04-24,138,Male,58,Electronics,4,300,105,1200
1332,2023-12-04,146,Male,58,Electronics,4,300,123,1200
255,2023-10-15,19,Male,48,Clothing,1,30,14.7,30
275,2023-03-05,2,Male,43,Clothing,2,500,260,1000
314,2023-10-15,1,Male,52,Clothing,4,30,7.8,120
517,2023-08-20,3,Female,47,Clothing,4,25,9.25,100
847,2023-01-10,2,Female,18,Electronics,4,300,162,1200
1255,2023-01-20,4,Male,48,Clothing,1,30,7.8,30
1275,2023-03-02,5,Male,43,Clothing,2,500,250,1000
1314,2023-05-23,2,Male,52,Clothing,4,30,16.2,120
1517,2023-02-21,2,Female,47,Clothing,4,25,6.75,100
1847,2023-07-28,5,Female,18,Electronics,4,300,123,1200
61,2023-07-07,4,Male,21,Beauty,4,50,20,200
274,2023-04-14,4,Female,23,Clothing,2,500,150,1000
486,2023-12-02,4,Female,35,Electronics,1,25,6.5,25
548,2023-04-14,4,Female,51,Clothing,2,30,15.6,60
886,2023-12-11,4,Male,37,Electronics,3,300,165,900
892,2023-09-13,1,Male,20,Electronics,1,50,24,50
1061,2023-09-18,3,Male,21,Beauty,4,50,12.5,200
1274,2023-10-06,2,Female,23,Clothing,2,500,185,1000
1486,2023-11-22,4,Female,35,Electronics,1,25,8.75,25
1548,2023-01-13,1,Female,51,Clothing,2,30,12.6,60
1886,2023-07-26,1,Male,37,Electronics,3,300,147,900
1892,2023-10-01,3,Male,20,Electronics,1,50,23.5,50
601,2023-06-05,5,Male,19,Clothing,1,30,13.2,30
901,2023-08-02,2,Male,31,Electronics,1,30,12,30
1601,2023-09-14,1,Male,19,Clothing,1,30,13.5,30
1901,2023-11-29,4,Male,31,Electronics,1,30,8.4,30
527,2023-04-21,1,Male,57,Clothing,2,25,11.5,50
1527,2023-09-29,1,Male,57,Clothing,2,25,11.75,50
23,2023-09-28,4,Female,35,Clothing,4,30,14.7,120
174,2023-11-15,2,Female,39,Beauty,1,300,126,300
589,2023-07-08,5,Female,36,Beauty,2,500,145,1000
774,2023-11-06,2,Female,40,Clothing,2,25,6.5,50
1000,2023-04-01,1,Male,47,Electronics,4,30,8.4,120
1023,2023-05-23,5,Female,35,Clothing,4,30,8.1,120
1174,2023-05-17,2,Female,39,Beauty,1,300,132,300
1589,2023-07-01,5,Female,36,Beauty,2,500,145,1000
1774,2023-03-09,2,Female,40,Clothing,2,25,8,50
2000,2023-03-31,4,Male,47,Electronics,4,30,10.8,120
210,2023-10-07,2,Male,37,Electronics,4,50,19,200
478,2023-07-24,3,Female,58,Clothing,2,30,8.1,60
745,2023-08-14,3,Male,54,Beauty,2,50,17,100
1210,2023-03-10,5,Male,37,Electronics,4,50,12.5,200
1478,2023-08-31,1,Female,58,Clothing,2,30,13.5,60
1745,2023-09-28,4,Male,54,Beauty,2,50,21,100
354,2023-12-16,5,Female,49,Beauty,4,50,24.5,200
408,2023-12-22,4,Female,64,Beauty,1,500,140,500
1354,2023-09-17,5,Female,49,Beauty,4,50,26.5,200
1408,2023-08-28,2,Female,64,Beauty,1,500,250,500
674,2023-03-30,2,Female,38,Clothing,1,300,84,300
1674,2023-11-22,1,Female,38,Clothing,1,300,123,300
967,2023-08-04,4,Male,62,Beauty,1,25,13.25,25
1967,2023-02-23,4,Male,62,Beauty,1,25,12.25,25
79,2023-04-13,1,Male,34,Beauty,1,300,96,300
406,2023-04-01,3,Female,22,Beauty,4,25,11,100
450,2023-12-01,2,Female,59,Beauty,2,25,11,50
562,2023-11-09,3,Male,54,Electronics,2,25,7.25,50
1079,2023-08-21,1,Male,34,Beauty,1,300,117,300
1406,2023-06-22,2,Female,22,Beauty,4,25,10,100
1450,2023-07-16,1,Female,59,Beauty,2,25,10.25,50
1562,2023-11-26,5,Male,54,Electronics,2,25,12.75,50
108,2023-01-24,5,Female,27,Beauty,3,25,13.5,75
111,2023-04-15,5,Female,34,Electronics,3,500,130,1500
207,2023-08-06,3,Female,42,Beauty,2,25,10.25,50
724,2023-06-14,3,Male,61,Clothing,3,50,20,150
836,2023-06-21,2,Female,22,Clothing,1,50,27.5,50
969,2023-11-27,2,Female,40,Clothing,3,300,84,900
1108,2023-07-08,1,Female,27,Beauty,3,25,10,75
1111,2023-04-30,2,Female,34,Electronics,3,500,185,1500
1207,2023-06-30,3,Female,42,Beauty,2,25,10,50
1724,2023-09-15,4,Male,61,Clothing,3,50,17,150
1836,2023-02-13,3,Female,22,Clothing,1,50,23.5,50
1969,2023-03-05,4,Female,40,Clothing,3,300,126,900
246,2023-12-07,4,Female,48,Electronics,2,25,13.25,50
298,2023-10-05,3,Male,27,Beauty,4,300,84,1200
374,2023-10-27,4,Female,59,Beauty,3,25,7.75,75
572,2023-12-13,5,Male,31,Clothing,4,500,185,2000
665,2023-10-03,1,Male,57,Clothing,1,50,19,50
1246,2023-04-26,3,Female,48,Electronics,2,25,11.5,50
1298,2023-05-02,1,Male,27,Beauty,4,300,120,1200
1374,2023-03-23,3,Female,59,Beauty,3,25,8.25,75
1572,2023-06-18,1,Male,31,Clothing,4,500,175,2000
1665,2023-11-01,4,Male,57,Clothing,1,50,14,50
39,2023-07-11,5,Male,23,Clothing,4,30,8.7,120
893,2023-04-29,1,Male,49,Electronics,1,50,17,50
1039,2023-12-03,1,Male,23,Clothing,4,30,13.8,120
1893,2023-02-25,3,Male,49,Electronics,1,50,22.5,50
17,2023-02-25,3,Female,27,Clothing,4,25,13,100
316,2023-02-01,3,Female,48,Clothing,2,25,13.75,50
755,2023-11-27,1,Female,58,Clothing,3,25,6.75,75
1017,2023-09-05,2,Female,27,Clothing,4,25,12,100
1316,2023-07-21,1,Female,48,Clothing,2,25,11.75,50
1755,2023-05-23,2,Female,58,Clothing,3,25,8,75
28,2023-12-11,3,Female,43,Beauty,1,500,150,500
98,2023-04-09,1,Female,55,Beauty,2,50,19.5,100
129,2023-04-17,1,Female,21,Beauty,2,300,75,600
230,2023-03-26,5,Male,54,Beauty,1,25,12.5,25
613,2023-05-08,2,Female,52,Clothing,3,30,11.4,90
691,2023-05-12,5,Female,51,Clothing,3,30,14.7,90
693,2023-06-08,1,Male,41,Beauty,3,500,270,1500
1028,2023-03-09,1,Female,43,Beauty,1,500,250,500
1098,2023-07-06,3,Female,55,Beauty,2,50,19.5,100
1129,2023-09-08,1,Female,21,Beauty,2,300,156,600
1230,2023-12-04,1,Male,54,Beauty,1,25,13.25,25
1613,2023-12-14,4,Female,52,Clothing,3,30,9.9,90
1691,2023-01-07,1,Female,51,Clothing,3,30,13.5,90
1693,2023-02-20,1,Male,41,Beauty,3,500,130,1500
477,2023-12-03,3,Male,43,Clothing,4,30,16.2,120
863,2023-11-12,4,Female,30,Electronics,2,25,11.25,50
1477,2023-01-08,3,Male,43,Clothing,4,30,15.6,120
1863,2023-05-26,4,Female,30,Electronics,2,25,10,50
6,2023-11-15,2,Female,45,Beauty,1,30,15,30
483,2023-02-06,2,Male,55,Clothing,1,30,8.4,30
738,2023-02-05,5,Male,41,Clothing,2,50,26,100
1006,2023-10-29,2,Female,45,Beauty,1,30,14.1,30
1483,2023-03-05,1,Male,55,Clothing,1,30,8.7,30
1738,2023-11-12,1,Male,41,Clothing,2,50,16,100
222,2023-01-07,4,Male,51,Clothing,4,30,10.5,120
588,2023-10-18,5,Male,38,Electronics,2,30,13.8,60
953,2023-07-02,1,Male,45,Beauty,3,30,12.6,90
1222,2023-09-17,3,Male,51,Clothing,4,30,11.1,120
1588,2023-06-25,4,Male,38,Electronics,2,30,13.2,60
1953,2023-05-15,3,Male,45,Beauty,3,30,10.2,90
66,2023-06-18,3,Female,45,Electronics,1,30,9,30
482,2023-08-12,3,Female,28,Clothing,4,300,141,1200
903,2023-07-27,3,Female,51,Beauty,4,50,14,200
1066,2023-10-06,4,Female,45,Electronics,1,30,8.4,30
1482,2023-02-10,1,Female,28,Clothing,4,300,114,1200
1903,2023-07-27,5,Female,51,Beauty,4,50,19,200
102,2023-04-17,5,Female,47,Beauty,2,25,7.25,50
228,2023-04-03,4,Female,59,Electronics,2,30,10.8,60
236,2023-04-01,5,Female,54,Clothing,1,25,6.5,25
1102,2023-08-21,5,Female,47,Beauty,2,25,6.5,50
1228,2023-06-24,5,Female,59,Electronics,2,30,11.4,60
1236,2023-08-09,4,Female,54,Clothing,1,25,8.75,25
660,2023-07-29,2,Female,38,Beauty,2,500,270,1000
884,2023-02-18,1,Female,26,Clothing,2,30,7.5,60
987,2023-11-08,1,Female,30,Clothing,3,300,165,900
1660,2023-09-23,2,Female,38,Beauty,2,500,160,1000
1884,2023-07-09,2,Female,26,Clothing,2,30,11.4,60
1987,2023-05-26,2,Female,30,Clothing,3,300,129,900
18,2023-09-06,5,Female,47,Electronics,2,25,12.5,50
69,2023-11-14,1,Female,56,Beauty,3,25,8.5,75
995,2023-03-04,4,Female,41,Clothing,1,30,9.9,30
1018,2023-07-06,4,Female,47,Electronics,2,25,13,50
1069,2023-10-13,2,Female,56,Beauty,3,25,6.75,75
1995,2023-12-10,5,Female,41,Clothing,1,30,14.7,30
337,2023-08-22,1,Male,38,Clothing,1,500,275,500
585,2023-06-06,3,Female,24,Clothing,1,25,13.75,25
652,2023-10-31,4,Female,34,Beauty,2,50,20.5,100
1337,2023-07-21,2,Male,38,Clothing,1,500,225,500
1585,2023-10-05,2,Female,24,Clothing,1,25,7.25,25
1652,2023-11-16,2,Female,34,Beauty,2,50,20.5,100
242,2023-10-01,1,Male,21,Clothing,1,25,8,25
293,2023-05-27,4,Male,50,Electronics,3,30,9.6,90
460,2023-05-01,2,Male,40,Beauty,1,50,19,50
1242,2023-11-27,5,Male,21,Clothing,1,25,11.25,25
1293,2023-07-01,3,Male,50,Electronics,3,30,14.1,90
1460,2023-01-25,4,Male,40,Beauty,1,50,22,50
188,2023-08-31,3,Male,40,Clothing,3,25,8.5,75
357,2023-05-18,4,Female,40,Electronics,3,25,7.5,75
646,2023-05-26,3,Male,38,Clothing,3,30,13.5,90
749,2023-07-26,2,Male,42,Beauty,1,30,8.4,30
974,2023-12-28,3,Male,47,Beauty,1,30,11.7,30
1188,2023-06-04,2,Male,40,Clothing,3,25,10.75,75
1357,2023-03-20,3,Female,40,Electronics,3,25,11.5,75
1646,2023-01-18,1,Male,38,Clothing,3,30,15.6,90
1749,2023-05-07,2,Male,42,Beauty,1,30,9,30
1974,2023-02-19,3,Male,47,Beauty,1,30,12.9,30
190,2023-01-25,2,Female,60,Beauty,3,30,10.5,90
849,2023-06-25,5,Male,32,Clothing,2,25,12.5,50
853,2023-05-14,3,Male,21,Beauty,2,500,155,1000
1190,2023-09-29,4,Female,60,Beauty,3,30,10.8,90
1849,2023-07-21,1,Male,32,Clothing,2,25,12,50
1853,2023-05-29,2,Male,21,Beauty,2,500,190,1000
252,2023-05-05,1,Male,54,Electronics,1,300,84,300
606,2023-06-13,2,Male,22,Electronics,1,50,19.5,50
779,2023-05-15,3,Female,56,Electronics,2,500,155,1000
824,2023-02-25,3,Male,63,Clothing,4,30,9.3,120
866,2023-07-06,4,Male,24,Electronics,1,50,22.5,50
1252,2023-12-30,5,Male,54,Electronics,1,300,117,300
1606,2023-10-19,2,Male,22,Electronics,1,50,26.5,50
1779,2023-01-02,3,Female,56,Electronics,2,500,190,1000
1824,2023-01-24,4,Male,63,Clothing,4,30,12.6,120
1866,2023-08-17,5,Male,24,Electronics,1,50,20,50
5,2023-09-05,3,Male,30,Beauty,2,50,24,100
90,2023-09-10,3,Female,51,Electronics,1,30,13.5,30
380,2023-08-30,2,Male,56,Electronics,2,300,102,600
593,2023-01-18,2,Male,35,Electronics,2,30,13.2,60
820,2023-02-17,1,Male,49,Electronics,4,50,24,200
1005,2023-08-12,2,Male,30,Beauty,2,50,17.5,100
1090,2023-02-18,4,Female,51,Electronics,1,30,7.5,30
1380,2023-02-09,3,Male,56,Electronics,2,300,159,600
1593,2023-02-24,5,Male,35,Electronics,2,30,14.4,60
1820,2023-05-13,1,Male,49,Electronics,4,50,22,200
120,2023-03-31,4,Male,60,Beauty,1,50,12.5,50
221,2023-11-27,3,Male,39,Beauty,2,300,111,600
341,2023-01-20,5,Male,31,Clothing,4,50,18.5,200
640,2023-12-25,3,Female,51,Electronics,4,30,12.6,120
744,2023-05-23,1,Male,40,Electronics,1,25,6.5,25
1120,2023-03-02,4,Male,60,Beauty,1,50,26.5,50
1221,2023-09-14,5,Male,39,Beauty,2,300,114,600
1341,2023-01-30,1,Male,31,Clothing,4,50,21,200
1640,2023-06-10,5,Female,51,Electronics,4,30,14.1,120
1744,2023-07-07,4,Male,40,Electronics,1,25,8.75,25
273,2023-09-26,1,Female,22,Beauty,1,50,14.5,50
283,2023-06-01,3,Female,18,Electronics,1,500,165,500
452,2023-01-30,4,Female,48,Clothing,3,500,240,1500
469,2023-03-21,4,Male,18,Beauty,3,25,8.75,75
620,2023-11-06,4,Male,63,Electronics,3,25,7,75
946,2023-08-08,2,Male,62,Electronics,4,500,235,2000
1273,2023-06-20,1,Female,22,Beauty,1,50,25.5,50
1283,2023-10-14,1,Female,18,Electronics,1,500,130,500
1452,2023-08-06,3,Female,48,Clothing,3,500,185,1500
1469,2023-12-08,3,Male,18,Beauty,3,25,12.5,75
1620,2023-02-03,5,Male,63,Electronics,3,25,7.75,75
1946,2023-07-27,5,Male,62,Electronics,4,500,165,2000
148,2023-07-03,5,Male,18,Clothing,2,30,9.9,60
414,2023-05-10,1,Male,48,Beauty,4,25,9.75,100
883,2023-08-20,5,Male,40,Electronics,1,500,245,500
1148,2023-08-11,2,Male,18,Clothing,2,30,10.8,60
1414,2023-11-22,4,Male,48,Beauty,4,25,11.25,100
1883,2023-09-20,3,Male,40,Electronics,1,500,200,500
731,2023-09-30,1,Male,54,Clothing,4,500,165,2000
930,2023-01-12,1,Male,54,Clothing,4,50,26,200
1731,2023-12-19,3,Male,54,Clothing,4,500,195,2000
1930,2023-12-21,5,Male,54,Clothing,4,50,13,200
518,2023-07-31,2,Female,40,Clothing,1,30,16.2,30
1518,2023-05-18,3,Female,40,Clothing,1,30,12.6,30
758,2023-04-23,1,Male,64,Clothing,4,25,6.75,100
1758,2023-07-22,3,Male,64,Clothing,4,25,7.5,100
639,2023-08-01,4,Female,62,Beauty,4,50,26.5,200
838,2023-09-30,1,Male,47,Electronics,2,300,153,600
1639,2023-12-20,5,Female,62,Beauty,4,50,24,200
1838,2023-06-28,4,Male,47,Electronics,2,300,102,600
353,2023-03-18,5,Male,31,Electronics,1,500,270,500
501,2023-06-28,2,Male,39,Electronics,2,30,9,60
721,2023-06-23,5,Female,52,Clothing,1,500,145,500
1353,2023-09-04,3,Male,31,Electronics,1,500,235,500
1501,2023-01-31,1,Male,39,Electronics,2,30,13.5,60
1721,2023-01-21,3,Female,52,Clothing,1,500,215,500
123,2023-08-11,3,Female,40,Electronics,2,30,11.7,60
164,2023-02-28,3,Female,47,Beauty,3,500,185,1500
425,2023-06-11,2,Female,55,Electronics,4,30,15.6,120
1123,2023-12-11,1,Female,40,Electronics,2,30,10.8,60
1164,2023-04-07,1,Female,47,Beauty,3,500,245,1500
1425,2023-12-02,1,Female,55,Electronics,4,30,10.2,120
48,2023-10-06,2,Male,54,Electronics,3,300,123,900
118,2023-03-13,3,Female,30,Electronics,4,500,270,2000
203,2023-03-12,4,Male,56,Clothing,2,500,175,1000
305,2023-03-22,4,Female,18,Beauty,1,30,14.4,30
358,2023-10-12,4,Female,32,Beauty,1,300,132,300
376,2023-01-29,4,Female,64,Beauty,1,30,12,30
398,2023-02-23,5,Female,48,Clothing,2,300,114,600
411,2023-07-25,3,Male,62,Electronics,4,50,24.5,200
504,2023-03-31,4,Female,38,Beauty,3,50,22,150
970,2023-05-25,2,Male,59,Electronics,4,500,220,2000
996,2023-07-03,2,Male,62,Clothing,1,50,13.5,50
1048,2023-07-12,3,Male,54,Electronics,3,300,93,900
1118,2023-10-13,1,Female,30,Electronics,4,500,170,2000
1203,2023-11-26,2,Male,56,Clothing,2,500,145,1000
1305,2023-04-05,5,Female,18,Beauty,1,30,7.8,30
1358,2023-05-04,5,Female,32,Beauty,1,300,156,300
1376,2023-07-15,3,Female,64,Beauty,1,30,9.9,30
1398,2023-07-19,1,Female,48,Clothing,2,300,120,600
1411,2023-11-24,1,Male,62,Electronics,4,50,26,200
1504,2023-01-25,4,Female,38,Beauty,3,50,25.5,150
1970,2023-05-22,5,Male,59,Electronics,4,500,230,2000
1996,2023-12-07,2,Male,62,Clothing,1,50,25,50
81,2023-06-07,4,Male,40,Electronics,1,50,14.5,50
155,2023-07-18,3,Male,31,Electronics,4,500,150,2000
470,2023-12-26,4,Female,57,Clothing,2,500,165,1000
1081,2023-06-27,5,Male,40,Electronics,1,50,17,50
1155,2023-12-03,3,Male,31,Electronics,4,500,255,2000
1470,2023-06-26,1,Female,57,Clothing,2,500,165,1000
106,2023-05-17,1,Female,46,Clothing,1,50,15,50
818,2023-05-29,4,Male,30,Electronics,1,500,265,500
1106,2023-08-12,3,Female,46,Clothing,1,50,14,50
1818,2023-09-20,4,Male,30,Electronics,1,500,150,500
94,2023-03-13,5,Female,47,Beauty,2,500,250,1000
811,2023-04-15,2,Male,61,Beauty,2,25,6.75,50
881,2023-12-21,4,Male,22,Electronics,1,300,99,300
1094,2023-06-15,1,Female,47,Beauty,2,500,210,1000
1811,2023-12-09,5,Male,61,Beauty,2,25,8.5,50
1881,2023-07-11,5,Male,22,Electronics,1,300,147,300
403,2023-04-22,5,Male,32,Clothing,2,300,78,600
653,2023-11-25,3,Male,54,Clothing,3,25,9.25,75
694,2023-06-30,3,Female,39,Electronics,2,25,10,50
1403,2023-03-25,4,Male,32,Clothing,2,300,162,600
1653,2023-07-23,2,Male,54,Clothing,3,25,12.75,75
1694,2023-01-10,4,Female,39,Electronics,2,25,9.75,50
4,2023-08-27,3,Male,37,Clothing,1,500,200,500
647,2023-03-01,5,Male,59,Clothing,3,500,190,1500
911,2023-07-15,3,Male,42,Electronics,3,300,84,900
1004,2023-01-11,2,Male,37,Clothing,1,500,230,500
1647,2023-05-01,5,Male,59,Clothing,3,500,240,1500
1911,2023-12-13,4,Male,42,Electronics,3,300,75,900
419,2023-03-31,5,Female,44,Clothing,3,30,11.7,90
642,2023-05-04,1,Female,54,Clothing,4,25,12,100
843,2023-01-25,3,Male,21,Beauty,3,500,180,1500
895,2023-08-31,3,Female,55,Clothing,4,30,14.4,120
1419,2023-02-05,3,Female,44,Clothing,3,30,9.3,90
1642,2023-12-27,4,Female,54,Clothing,4,25,11.5,100
1843,2023-09-21,1,Male,21,Beauty,3,500,240,1500
1895,2023-03-27,4,Female,55,Clothing,4,30,15.3,120
31,2023-12-31,3,Male,44,Electronics,4,300,129,1200
37,2023-05-26,2,Female,18,Beauty,3,25,8.75,75
72,2023-12-06,5,Female,20,Electronics,4,500,195,2000
243,2023-06-24,5,Female,47,Electronics,3,300,156,900
281,2023-09-18,4,Female,29,Beauty,4,500,275,2000
489,2023-10-31,1,Male,44,Electronics,1,30,14.4,30
491,2023-12-30,4,Female,60,Electronics,3,300,78,900
729,2023-08-26,3,Male,29,Clothing,4,300,84,1200
822,2023-02-16,3,Female,52,Beauty,3,50,13.5,150
1031,2023-11-12,3,Male,44,Electronics,4,300,126,1200
1037,2023-10-17,2,Female,18,Beauty,3,25,11.5,75
1072,2023-02-24,4,Female,20,Electronics,4,500,180,2000
1243,2023-12-08,4,Female,47,Electronics,3,300,138,900
1281,2023-03-14,4,Female,29,Beauty,4,500,165,2000
1489,2023-04-28,2,Male,44,Electronics,1,30,10.5,30
1491,2023-05-26,107,Female,60,Electronics,3,300,129,900
1729,2023-11-22,82,Male,29,Clothing,4,300,81,1200
1822,2023-09-09,15,Female,52,Beauty,3,50,21,150
840,2023-07-01,60,Male,62,Clothing,2,25,11.75,50
1840,2023-05-12,138,Male,62,Clothing,2,25,11,50
404,2023-02-13,59,Male,46,Electronics,2,500,160,1000
899,2023-05-22,147,Male,26,Clothing,2,300,153,600
990,2023-03-29,68,Female,58,Beauty,2,500,235,1000
1404,2023-08-20,155,Male,46,Electronics,2,500,185,1000
1899,2023-05-03,51,Male,26,Clothing,2,300,99,600
1990,2023-11-22,48,Female,58,Beauty,2,500,155,1000
382,2023-07-14,29,Female,53,Clothing,2,500,245,1000
578,2023-12-05,68,Female,54,Clothing,4,30,9.3,120
923,2023-06-10,62,Male,32,Beauty,3,300,165,900
1382,2023-05-20,139,Female,53,Clothing,2,500,185,1000
1578,2023-11-20,66,Female,54,Clothing,4,30,12,120
1923,2022-04-03,74,Male,32,Beauty,3,300,159,900
307,2022-11-11,32,Female,26,Electronics,2,25,8.5,50
561,2022-07-29,34,Female,64,Clothing,4,500,250,2000
651,2023-09-28,30,Male,51,Clothing,3,50,26,150
1307,2022-01-29,68,Female,26,Electronics,2,25,11.75,50
1561,2023-09-17,16,Female,64,Clothing,4,500,170,2000
1651,2022-12-04,155,Male,51,Clothing,3,50,23.5,150
988,2022-08-05,85,Female,63,Clothing,3,25,8,75
1988,2023-11-30,144,Female,63,Clothing,3,25,7.25,75
67,2023-08-19,119,Female,48,Beauty,4,300,129,1200
1067,2023-10-03,105,Female,48,Beauty,4,300,129,1200
915,2023-10-11,95,Female,26,Beauty,3,30,12.9,90
985,2023-06-13,113,Female,19,Electronics,2,25,9,50
1915,2023-07-10,53,Female,26,Beauty,3,30,9.3,90
1985,2023-03-31,113,Female,19,Electronics,2,25,9.75,50
56,2022-12-27,97,Female,26,Clothing,3,300,120,900
159,2022-11-10,42,Male,26,Clothing,4,50,23.5,200
862,2022-12-11,29,Male,28,Electronics,4,300,78,1200
1056,2022-04-17,54,Female,26,Clothing,3,300,114,900
1159,2023-04-02,41,Male,26,Clothing,4,50,18,200
1862,2022-02-06,64,Male,28,Electronics,4,300,165,1200
315,2023-07-03,122,Male,47,Clothing,2,30,15,60
545,2023-12-19,61,Male,27,Clothing,2,25,8.25,50
902,2022-02-14,108,Female,54,Beauty,1,50,21.5,50
1315,2022-08-31,14,Male,47,Clothing,2,30,12.9,60
1545,2023-07-15,16,Male,27,Clothing,2,25,8.25,50
1902,2022-12-21,97,Female,54,Beauty,1,50,14,50
170,2023-09-21,125,Female,25,Clothing,2,25,12.5,50
685,2023-07-04,90,Male,57,Electronics,2,25,7.75,50
958,2022-01-01,116,Male,62,Electronics,2,25,11,50
1170,2023-01-06,96,Female,25,Clothing,2,25,8,50
1685,2022-04-20,76,Male,57,Electronics,2,25,8.75,50
1958,2022-11-27,125,Male,62,Electronics,2,25,11.75,50
363,2022-05-23,92,Male,64,Beauty,1,25,13.5,25
394,2022-08-19,105,Female,27,Clothing,1,500,165,500
537,2023-10-01,98,Female,21,Beauty,1,500,275,500
1363,2023-07-04,33,Male,64,Beauty,1,25,7.75,25
1394,2022-04-17,14,Female,27,Clothing,1,500,250,500
1537,2022-11-29,116,Female,21,Beauty,1,500,140,500
387,2023-01-26,118,Male,44,Beauty,1,30,9,30
556,2022-02-05,42,Female,18,Electronics,1,50,12.5,50
782,2022-04-13,71,Male,59,Clothing,3,300,150,900
906,2022-07-19,6,Female,20,Clothing,1,50,17,50
1387,2022-07-26,37,Male,44,Beauty,1,30,15.6,30
1556,2023-05-17,35,Female,18,Electronics,1,50,22.5,50
1782,2023-04-07,116,Male,59,Clothing,3,300,141,900
1906,2022-10-01,58,Female,20,Clothing,1,50,26.5,50
560,2023-10-23,7,Female,25,Electronics,1,50,19,50
944,2022-08-23,136,Male,44,Clothing,2,25,12,50
1560,2022-11-13,91,Female,25,Electronics,1,50,18.5,50
1944,2023-07-18,63,Male,44,Clothing,2,25,6.5,50
481,2023-07-13,48,Female,43,Electronics,4,300,114,1200
867,2022-07-24,152,Male,21,Electronics,1,500,185,500
882,2023-10-22,144,Female,64,Electronics,2,25,13.25,50
961,2023-03-22,86,Male,53,Beauty,4,50,23,200
1481,2023-11-09,20,Female,43,Electronics,4,300,114,1200
1867,2023-05-16,144,Male,21,Electronics,1,500,190,500
1882,2023-06-21,15,Female,64,Electronics,2,25,9,50
1961,2022-05-15,95,Male,53,Beauty,4,50,20.5,200
187,2022-02-20,88,Female,64,Clothing,2,50,21,100
446,2022-11-02,104,Male,21,Electronics,1,50,13,50
1187,2023-07-07,52,Female,64,Clothing,2,50,12.5,100
1446,2022-01-23,155,Male,21,Electronics,1,50,23.5,50
539,2023-11-30,135,Male,25,Beauty,1,500,205,500
587,2023-09-04,91,Female,40,Beauty,4,300,99,1200
1539,2022-12-06,96,Male,25,Beauty,1,500,170,500
1587,2022-11-05,140,Female,40,Beauty,4,300,105,1200
212,2023-10-12,105,Male,21,Clothing,3,500,215,1500
765,2022-10-16,77,Male,43,Clothing,4,50,12.5,200
769,2022-09-09,18,Female,31,Electronics,4,30,10.2,120
1212,2022-03-16,142,Male,21,Clothing,3,500,265,1500
1765,2022-10-18,13,Male,43,Clothing,4,50,16,200
1769,2023-10-08,116,Female,31,Electronics,4,30,9.3,120
321,2023-09-24,30,Female,26,Electronics,2,25,9.5,50
356,2023-08-27,71,Male,50,Electronics,3,500,255,1500
510,2023-05-29,14,Female,39,Beauty,4,50,13,200
534,2023-04-27,112,Male,45,Clothing,2,500,140,1000
1321,2023-04-23,155,Female,26,Electronics,2,25,10.5,50
1356,2023-12-18,11,Male,50,Electronics,3,500,245,1500
1510,2022-11-20,124,Female,39,Beauty,4,50,19,200
1534,2022-06-13,72,Male,45,Clothing,2,500,270,1000
104,2022-06-09,129,Female,34,Beauty,2,500,190,1000
